dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig1 35 0 23 0 5 0 7 0 0 0 18 0 0.0107962 0 0.0148448 0 0.0110416 0 0.0154582 0 -0.212491 0 -0.3892076 0 0.1093117 0 0.0964912 0 0.8113475 0 NaN 247
Contig100 69 0 42 0 23 0 4 0 0 0 36 0 0.0423926 0 0.0087108 0 0.0437124 0 0.0076022 0 -0.3105372 0 1.3652138 0 0.1777004 0 0.1521487 0 0.7728614 0 NaN 287
Contig10004 23 0 17 0 3 0 3 0 0 0 9 0 0.0316092 0 0.0258621 0 0.0282132 0 0.0282132 0 1.0897616 0 -0.7544498 0 0.3448276 0 0.316092 0 0.8627451 0 NaN 58
Contig10006 103 0 83 0 6 0 14 0 0 0 27 0 0.0083553 0 0.0228672 0 0.0086352 0 0.0201487 0 -0.3144584 0 1.3686182 0 0.244723 0 0.2291117 0 0.8934619 0 NaN 379
Contig10010 17 0 11 0 1 0 5 0 0 0 9 0 0.0029762 0 0.014881 0 0.0032468 0 0.0162338 0 -0.6123711 0 -0.7968428 0 0.0863095 0 0.0773809 0 0.832 0 NaN 168
Contig10015 19 0 16 0 2 0 1 0 0 0 -9 0 0.0125448 0 0.0071685 0 0.0117302 0 0.0058651 0 0.59158 0 1.6329906 0 0.1854839 0 0.1756272 0 0.9105691 0 NaN 93
Contig10016 9 0 4 0 2 0 3 0 0 0 -9 0 0.0261438 0 0.0294118 0 0.0213904 0 0.0320856 0 1.893054 0 -0.7544498 0 0.1127451 0 0.0849673 0 0.6360856 0 NaN 51
Contig10018 24 0 16 0 7 0 1 0 0 0 7 0 0.0672043 0 0.0107527 0 0.0615836 0 0.0087977 0 0.8951781 0 1.6329906 0 0.3266129 0 0.2876344 0 0.8083097 0 NaN 62
Contig10022 52 0 25 0 14 0 11 0 2 0 27 0 0.0382979 0 0.0276596 0 0.0371373 0 0.0301741 0 0.3183853 0 -0.8430668 0 0.162234 0 0.1292553 0 0.6913229 0 NaN 235
Contig10023 25 0 18 0 7 0 0 0 0 0 11 0 0.0445736 0 0 0 0.0443975 0 0 0 0.0389214 0 0 0 0.2354651 0 0.2131783 0 0.845341 0 NaN 86
Contig10029 57 0 39 0 0 0 18 0 0 0 23 0 0 0 0.0349873 0 0 0 0.037474 0 0 0 -0.6783977 0 0.1841603 0 0.1666667 0 0.8448206 0 NaN 262
Contig10033 16 0 9 0 3 0 4 0 0 0 8 0 0.0141509 0 0.0220126 0 0.0154374 0 0.0205832 0 -0.7544498 0 0.6501015 0 0.120283 0 0.1022013 0 0.7635829 0 NaN 106
Contig10038 41 0 24 0 3 0 14 0 0 0 22 0 0.0132743 0 0.0619469 0 0.0144811 0 0.0675784 0 -0.7544492 0 -0.8453224 0 0.2809735 0 0.2433628 0 0.7871199 0 NaN 113
Contig10043 18 0 12 0 3 0 2 0 1 0 7 0 0.0510204 0 0.0306122 0 0.0445269 0 0.0333952 0 1.3652138 0 -0.7544498 0 0.3112245 0 0.2704082 0 0.7910448 0 NaN 49
Contig10045 25 0 13 0 9 0 3 0 0 0 13 0 0.0589431 0 0.0182927 0 0.059867 0 0.0199557 0 -0.153597 0 -0.7544498 0 0.2317073 0 0.1930894 0 0.7407407 0 NaN 82
