dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig1000 7 0 6 0 1 0 0 0 0 0 -9 0 0.0055096 0 0 0 0.0045079 0 0 0 1.6329898 0 0 0 0.053719 0 0.0509642 0 0.9135802 0 NaN 121
Contig10001 2 0 1 0 1 0 0 0 0 0 -9 0 0.0073529 0 0 0 0.0080214 0 0 0 -0.6123711 0 0 0 0.0183824 0 0.0147059 0 0.6956522 0 NaN 68
Contig10008 5 0 4 0 1 0 0 0 0 0 -9 0 0.0178571 0 0 0 0.0194805 0 0 0 -0.6123711 0 0 0 0.1517857 0 0.1428571 0 0.9014084 0 NaN 28
Contig10018 13 0 5 0 3 0 5 0 0 0 6 0 0.007483 0 0.0136054 0 0.006679 0 0.0111317 0 1.089761 0 2.1249144 0 0.0357143 0 0.0251701 0 0.5769981 0 NaN 245
Contig10023 9 0 6 0 1 0 2 0 0 0 -9 0 0.0038462 0 0.0102564 0 0.0041958 0 0.0083916 0 -0.6123711 0 1.893054 0 0.0557692 0 0.0487179 0 0.7979003 0 NaN 130
Contig10034 5 0 2 0 0 0 3 0 0 0 -9 0 0 0 0.0357143 0 0 0 0.0292208 0 0 0 2.011867 0 0.0625 0 0.0446429 0 0.5882353 0 NaN 56
Contig10041 7 0 2 0 2 0 3 0 0 0 -9 0 0.0121212 0 0.0181818 0 0.0099174 0 0.014876 0 1.8930532 0 2.0118663 0 0.0409091 0 0.0257576 0 0.4927536 0 NaN 110
Contig10043 4 0 3 0 0 0 1 0 0 0 -9 0 0 0 0.0069444 0 0 0 0.0056818 0 0 0 1.6329906 0 0.0364583 0 0.0329861 0 0.8444445 0 NaN 96
Contig10051 7 0 3 0 1 0 3 0 0 0 -9 0 0.0030864 0 0.0092593 0 0.0025253 0 0.0075758 0 1.6329906 0 2.011867 0 0.0231481 0 0.0169753 0 0.6111111 0 NaN 216
Contig10058 14 0 4 0 4 0 6 0 0 0 -9 0 0.0190476 0 0.0380952 0 0.0207792 0 0.0311688 0 -0.7801219 0 2.1562846 0 0.0761905 0 0.047619 0 0.4878049 0 NaN 105
Contig1006 4 0 2 0 1 0 1 0 0 0 -9 0 0.0098039 0 0.0098039 0 0.0080214 0 0.0080214 0 1.6329906 0 1.6329906 0 0.0441176 0 0.0343137 0 0.6666666 0 NaN 68
Contig10076 4 0 4 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0.125 0 1 0 NaN 32
Contig10079 5 0 3 0 1 0 1 0 0 0 -9 0 0.0069444 0 0.0092593 0 0.0075758 0 0.0075758 0 -0.6123711 0 1.6329906 0 0.0520833 0 0.0439815 0 0.7562189 0 NaN 72
Contig10092 4 0 2 0 0 0 2 0 0 0 -9 0 0 0 0.0084926 0 0 0 0.0069485 0 0 0 1.893054 0 0.0191083 0 0.014862 0 0.6666666 0 NaN 157
Contig101 8 0 5 0 3 0 0 0 0 0 -9 0 0.017094 0 0 0 0.013986 0 0 0 2.011867 0 0 0 0.0555556 0 0.0470085 0 0.7586207 0 NaN 117
Contig1010 7 0 3 0 0 0 3 0 1 0 -9 0 0.0092593 0 0.0493827 0 0.010101 0 0.040404 0 -0.6123711 0 2.0803261 0 0.0925926 0 0.0632716 0 0.5521886 0 NaN 54
Contig10110 4 0 2 0 1 0 1 0 0 0 -9 0 0.002994 0 0.003992 0 0.0032662 0 0.0032662 0 -0.6123711 0 1.6329906 0 0.0164671 0 0.0129741 0 0.6797386 0 NaN 167
Contig10136 7 0 4 0 1 0 2 0 0 0 -9 0 0.0037453 0 0.0074906 0 0.0030644 0 0.0061287 0 1.6329906 0 1.893054 0 0.0308989 0 0.0252809 0 0.72 0 NaN 178
Contig10137 3 0 1 0 1 0 1 0 0 0 -9 0 0.0096154 0 0.0128205 0 0.0104895 0 0.0104895 0 -0.6123711 0 1.6329906 0 0.0336538 0 0.0224359 0 0.5333333 0 NaN 52
Contig10156 11 0 4 0 6 0 1 0 0 0 -9 0 0.0113501 0 0.0023895 0 0.0117302 0 0.001955 0 -0.3144584 0 1.6329898 0 0.0224014 0 0.0155317 0 0.5636857 0 NaN 279
Contig1017 10 0 6 0 4 0 0 0 0 0 -9 0 0.0111111 0 0 0 0.0111888 0 0 0 -0.0650096 0 0 0 0.0371795 0 0.0316239 0 0.7648579 0 NaN 195
Contig10171 6 0 0 0 4 0 2 0 0 0 -9 0 0.01566 0 0.0089485 0 0.0146431 0 0.0073215 0 0.6501026 0 1.893054 0 0.0167785 0 0.0044743 0 0.172043 0 NaN 149
Contig10200 2 0 2 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0208333 0 0.0208333 0 1 0 NaN 96
Contig10203 9 0 3 0 3 0 3 0 0 0 -9 0 0.0101626 0 0.0121951 0 0.0099778 0 0.0099778 0 0.1676562 0 2.0118663 0 0.0335366 0 0.0223577 0 0.5333333 0 NaN 164
Contig10205 4 0 4 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0506329 0 0.0506329 0 1 0 NaN 79
Contig10209 2 0 2 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0540541 0 0.0540541 0 1 0 NaN 37
Contig10212 4 0 4 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040404 0 0.040404 0 1 0 NaN 99
Contig10221 5 0 4 0 1 0 0 0 0 0 -9 0 0.0116959 0 0 0 0.0095694 0 0 0 1.6329906 0 0 0 0.0789474 0 0.0730994 0 0.877193 0 NaN 57
Contig10224 3 0 3 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0434783 0 0.0434783 0 1 0 NaN 69
Contig10228 2 0 0 0 1 0 1 0 0 0 -9 0 0.0072464 0 0.0072464 0 0.0059289 0 0.0059289 0 1.6329906 0 1.6329906 0 0.0108696 0 0.0036232 0 0.2222222 0 NaN 92
Contig10231 2 0 1 0 1 0 0 0 0 0 -9 0 0.0076628 0 0 0 0.0062696 0 0 0 1.6329898 0 0 0 0.0172414 0 0.01341 0 0.6666667 0 NaN 87
Contig10244 4 0 2 0 0 0 2 0 0 0 -9 0 0 0 0.0185185 0 0 0 0.0151515 0 0 0 1.893054 0 0.0416667 0 0.0324074 0 0.6666667 0 NaN 72
Contig10253 51 0 29 0 8 0 14 0 0 0 21 0 0.0064484 0 0.0138889 0 0.0064935 0 0.0113636 0 -0.068672 0 2.2541935 0 0.0580357 0 0.0478671 0 0.7289896 0 NaN 672
Contig10273 7 0 5 0 0 0 2 0 0 0 -9 0 0 0 0.0078895 0 0 0 0.0064551 0 0 0 1.893054 0 0.035503 0 0.0315582 0 0.8205128 0 NaN 169
Contig10274 82 0 80 0 0 0 2 0 0 0 -9 0 0 0 0.0153257 0 0 0 0.0125392 0 0 0 1.8930532 0 0.9310345 0 0.9233717 0 0.9856851 0 NaN 87
Contig10276 8 0 1 0 2 0 5 0 0 0 -9 0 0.0045249 0 0.015083 0 0.0049362 0 0.0123406 0 -0.7098949 0 2.1249144 0 0.020362 0 0.0105581 0 0.3809524 0 NaN 221
Contig10282 2 0 1 0 1 0 0 0 0 0 -9 0 0.0057971 0 0 0 0.0047431 0 0 0 1.6329898 0 0 0 0.0130435 0 0.0101449 0 0.6666667 0 NaN 115
Contig10312 39 0 10 0 22 0 6 0 1 0 15 0 0.0283094 0 0.0111643 0 0.030013 0 0.0091344 0 -0.58381 0 2.1795614 0 0.0514354 0 0.0316986 0 0.4785554 0 NaN 418
Contig10319 6 0 2 0 0 0 4 0 0 0 -9 0 0 0 0.0242718 0 0 0 0.0211827 0 0 0 1.3652138 0 0.0364078 0 0.0242718 0 0.5333334 0 NaN 103
Contig1032 31 0 15 0 9 0 6 0 1 0 15 0 0.0241135 0 0.0198582 0 0.0232108 0 0.0162476 0 0.3891013 0 2.1795628 0 0.1 0 0.0780142 0 0.6697108 0 NaN 235
Contig10321 7 0 3 0 0 0 4 0 0 0 -9 0 0 0 0.020202 0 0 0 0.0165289 0 0 0 2.0803261 0 0.0378788 0 0.0277778 0 0.6111111 0 NaN 132
Contig10324 17 0 7 0 4 0 4 0 2 0 10 0 0.0078713 0 0.0082136 0 0.0067202 0 0.0067202 0 1.6621366 0 2.1562846 0 0.0241273 0 0.0160849 0 0.5333333 0 NaN 487
Contig10327 7 0 2 0 4 0 1 0 0 0 -9 0 0.0129032 0 0.0043011 0 0.0140762 0 0.0035191 0 -0.7801219 0 1.6329906 0 0.0258065 0 0.0172043 0 0.5333333 0 NaN 155
Contig10328 12 0 7 0 4 0 1 0 0 0 8 0 0.0164474 0 0.004386 0 0.0143541 0 0.0035885 0 1.3652138 0 1.6329906 0 0.0608553 0 0.0504386 0 0.7345309 0 NaN 152
Contig10329 4 0 0 0 2 0 2 0 0 0 -9 0 0.0222222 0 0.0222222 0 0.0181818 0 0.0181818 0 1.893054 0 1.893054 0 0.0333333 0 0.0111111 0 0.2222222 0 NaN 60
