dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10002 13 0 1 0 1 0 11 0 0 0 -9 0 0.005814 0 0.0736434 0 0.0063425 0 0.0697674 0 -0.6123703 0 0.5582703 0 0.0610465 0 0.0213178 0 0.2346667 0 NaN 86
Contig10003 13 0 0 0 4 0 8 0 1 0 -9 0 0.0261438 0 0.0571895 0 0.026738 0 0.0481283 0 -0.212491 0 1.8738899 0 0.0563725 0 0.0147059 0 0.1678321 0 NaN 102
Contig10004 8 0 0 0 4 0 4 0 0 0 -9 0 0.039548 0 0.0338983 0 0.03698 0 0.03698 0 0.6501015 0 -0.7801219 0 0.0423729 0 0.0056497 0 0.0808081 0 NaN 59
Contig10007 10 0 3 0 0 0 7 0 0 0 -9 0 0 0 0.0234506 0 0 0 0.0191868 0 0 0 2.1795614 0 0.0326633 0 0.020938 0 0.5050505 0 NaN 199
Contig10014 6 0 0 0 3 0 2 0 1 0 -9 0 0.0666667 0 0.0611111 0 0.0727273 0 0.0545455 0 -0.7801219 0 1.0897616 0 0.0875 0 0.0236111 0 0.174359 0 NaN 30
Contig10015 12 0 1 0 5 0 6 0 0 0 -9 0 0.0316667 0 0.0366667 0 0.0272727 0 0.0327273 0 1.5405626 0 1.1679871 0 0.0575 0 0.0233333 0 0.2807018 0 NaN 100
Contig10017 14 0 0 0 2 0 11 0 1 0 -9 0 0.0308642 0 0.1265432 0 0.030303 0 0.1212121 0 0.1676555 0 0.4435756 0 0.1111111 0 0.0324074 0 0.1904762 0 NaN 54
Contig10027 6 0 0 0 2 0 4 0 0 0 -9 0 0.015873 0 0.042328 0 0.017316 0 0.034632 0 -0.7098949 0 2.0803261 0 0.0396825 0 0.010582 0 0.172043 0 NaN 63
Contig10049 9 0 0 0 3 0 6 0 0 0 -9 0 0.0179211 0 0.0394265 0 0.0175953 0 0.0351906 0 0.1676562 0 1.1679878 0 0.0376344 0 0.0089606 0 0.1515151 0 NaN 93
Contig10051 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0208333 0 0 0 0.0227273 0 0 0 -0.6123711 0 0.0520833 0 0.0416667 0 0.6956522 0 NaN 24
Contig10054 4 0 1 0 2 0 1 0 0 0 -9 0 0.0357143 0 0.0238095 0 0.038961 0 0.0194805 0 -0.7098949 0 1.6329906 0 0.0892857 0 0.0595238 0 0.5333333 0 NaN 28
Contig10055 9 0 2 0 1 0 6 0 0 0 -9 0 0.0048544 0 0.038835 0 0.0052957 0 0.0317741 0 -0.6123711 0 2.1562846 0 0.0509709 0 0.0291262 0 0.4324324 0 NaN 103
Contig10057 28 0 3 0 8 0 16 0 1 0 -9 0 0.0188356 0 0.0353881 0 0.016812 0 0.0317559 0 1.1980606 0 1.167444 0 0.0479452 0 0.0208333 0 0.3051201 0 NaN 292
Contig10058 4 0 1 0 0 0 3 0 0 0 -9 0 0 0 0.0333333 0 0 0 0.0327273 0 0 0 0.1676562 0 0.04 0 0.0233333 0 0.4444444 0 NaN 50
Contig1006 11 0 0 0 6 0 4 0 1 0 -9 0 0.0282258 0 0.0268817 0 0.0307918 0 0.0219941 0 -0.8173348 0 2.1249144 0 0.0443548 0 0.0168011 0 0.2583979 0 NaN 124
Contig10065 3 0 0 0 1 0 1 0 1 0 -9 0 0.0466667 0 0.0466667 0 0.0436364 0 0.0436364 0 0.5915791 0 0.5915791 0 0.04 0 -0.0066667 0 -0.0888889 0 NaN 25
Contig10066 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.020202 0 0 0 0.0165289 0 0 0 1.6329906 0 0.0454545 0 0.0353535 0 0.6666667 0 NaN 33
Contig10085 16 0 3 0 1 0 12 0 0 0 -9 0 0.0050891 0 0.0534351 0 0.0041638 0 0.0499653 0 1.6329906 0 0.700382 0 0.0610687 0 0.0318066 0 0.3831417 0 NaN 131
Contig10090 8 0 1 0 4 0 3 0 0 0 -9 0 0.045977 0 0.0344828 0 0.0376176 0 0.0282132 0 2.0803261 0 2.011867 0 0.0775862 0 0.0373563 0 0.3466666 0 NaN 58
Contig10091 8 0 1 0 1 0 6 0 0 0 -9 0 0.0081967 0 0.0628415 0 0.0089419 0 0.0536513 0 -0.6123711 0 1.6621358 0 0.0655738 0 0.0300546 0 0.325926 0 NaN 61
Contig10099 4 0 0 0 2 0 1 0 1 0 -9 0 0.0306122 0 0.0238095 0 0.0333952 0 0.0222635 0 -0.7544498 0 0.59158 0 0.0255102 0 -0.0017007 0 -0.037037 0 NaN 49
Contig10100 21 0 5 0 6 0 9 0 1 0 8 0 0.0709877 0 0.1203704 0 0.0707071 0 0.1010101 0 0.0389214 0 1.9177089 0 0.2175926 0 0.1219136 0 0.4213333 0 NaN 54
Contig10105 3 0 0 0 1 0 2 0 0 0 -9 0 0.0192308 0 0.0448718 0 0.020979 0 0.041958 0 -0.6123711 0 0.59158 0 0.0576923 0 0.025641 0 0.3137255 0 NaN 26
Contig10107 11 0 1 0 1 0 9 0 0 0 -9 0 0.0053191 0 0.0585106 0 0.0058027 0 0.0522244 0 -0.6123716 0 1.1980597 0 0.0531915 0 0.0212766 0 0.2758621 0 NaN 94
Contig10111 16 0 3 0 5 0 8 0 0 0 -9 0 0.0181159 0 0.0350242 0 0.0197628 0 0.0316206 0 -0.7968428 0 1.0644257 0 0.0615942 0 0.0350242 0 0.4296296 0 NaN 138
Contig10119 20 0 7 0 3 0 10 0 0 0 7 0 0.0086705 0 0.0346821 0 0.0094587 0 0.0315292 0 -0.7544498 0 1.0005443 0 0.0708092 0 0.0491329 0 0.5643153 0 NaN 173
