dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10066 2 0 0 0 2 0 0 0 0 0 -9 0 0.0285714 0 0 0 0.0311688 0 0 0 -0.7098949 0 0 0 0.0142857 0 0 0 0 0 NaN 35
Contig10207 3 0 0 0 1 0 0 0 2 0 -9 0 0.0099338 0 0.00883 0 0.0108368 0 0.0072246 0 -0.7544506 0 1.893054 0 0.0082781 0 -0.0011038 0 -0.072072 0 NaN 151
Contig1066 2 0 0 0 2 0 0 0 0 0 -9 0 0.0105263 0 0 0 0.0114833 0 0 0 -0.7098954 0 0 0 0.0052632 0 0 0 0 0 NaN 95
Contig10732 3 0 0 0 2 0 1 0 0 0 -9 0 0.0068226 0 0.0038986 0 0.0063796 0 0.0031898 0 0.5915791 0 1.6329906 0 0.0073099 0 0.0019493 0 0.172043 0 NaN 171
Contig1158 3 0 0 0 3 0 0 0 0 0 -9 0 0.0062762 0 0 0 0.0068467 0 0 0 -0.7544498 0 0 0 0.0031381 0 0 0 -1e-07 0 NaN 239
Contig11647 2 0 0 0 0 0 0 0 2 0 -9 0 0.0177778 0 0.0133333 0 0.0145455 0 0.0145455 0 1.893054 0 -0.7098954 0 0.0133333 0 -0.0022222 0 -0.0888888 0 NaN 75
Contig11696 4 0 0 0 2 0 1 0 1 0 -9 0 0.0134409 0 0.0094086 0 0.0131965 0 0.0087977 0 0.1676555 0 0.5915791 0 0.0100806 0 -0.0013441 0 -0.0720719 0 NaN 124
Contig118129 5 0 0 0 2 0 1 0 2 0 -9 0 0.0082988 0 0.0062241 0 0.0090532 0 0.0067899 0 -0.7801219 0 -0.7544498 0 0.0082988 0 0.0010373 0 0.0754717 0 NaN 241
Contig118839 4 0 0 0 0 0 3 0 1 0 -9 0 0.0018519 0 0.0074074 0 0.0020202 0 0.0080808 0 -0.6123711 0 -0.7801219 0 0.0041667 0 -0.000463 0 -0.060606 0 NaN 270
Contig12667 3 0 0 0 0 0 3 0 0 0 -9 0 0 0 0.0454545 0 0 0 0.0495868 0 0 0 -0.7544498 0 0.0378788 0 0.0151515 0 0.275862 0 NaN 33
Contig13631 2 0 0 0 2 0 0 0 0 0 -9 0 0.0087146 0 0 0 0.0071301 0 0 0 1.8930532 0 0 0 0.0065359 0 0.0021786 0 0.2222223 0 NaN 153
Contig13879 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0224359 0 0 0 0.020979 0 0 0 0.59158 0 0.0144231 0 0.0032051 0 0.1403509 0 NaN 52
Contig14123 3 0 0 0 2 0 1 0 0 0 -9 0 0.003861 0 0.0019305 0 0.004212 0 0.002106 0 -0.7098949 0 -0.6123711 0 0.0048263 0 0.0019305 0 0.2758621 0 NaN 259
Contig1488 2 0 0 0 1 0 0 0 1 0 -9 0 0.0151515 0 0.008658 0 0.0141677 0 0.0070838 0 0.59158 0 1.6329906 0 0.012987 0 0.0010823 0 0.0493827 0 NaN 77
Contig15158 4 0 0 0 4 0 0 0 0 0 -9 0 0.037037 0 0 0 0.040404 0 0 0 -0.7801219 0 0 0 0.0185185 0 0 0 0 0 NaN 54
Contig15678 7 0 0 0 4 0 1 0 2 0 -9 0 0.0136494 0 0.0086207 0 0.0141066 0 0.0070533 0 -0.3144577 0 2.011867 0 0.0107759 0 -0.0003592 0 -0.0187794 0 NaN 232
Contig15819 6 0 0 0 2 0 3 0 1 0 -9 0 0.0050505 0 0.0089787 0 0.0055096 0 0.0073462 0 -0.7544498 0 2.0803249 0 0.0084175 0 0.0014029 0 0.1025641 0 NaN 297
