dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig1003 3 0 3 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769231 0 0.0769231 0 1 0 NaN 39
Contig1006 92 0 81 0 8 0 3 0 0 0 23 0 0.0110816 0 0.0048759 0 0.0116054 0 0.004352 0 -0.4463709 0 1.0897616 0 0.2300532 0 0.2220745 0 0.9408451 0 NaN 376
Contig1007 9 0 4 0 4 0 1 0 0 0 -9 0 0.0266667 0 0.0088889 0 0.0290909 0 0.0072727 0 -0.7801223 0 1.6329906 0 0.0733333 0 0.0555556 0 0.6410256 0 NaN 75
Contig10096 27 0 13 0 10 0 4 0 0 0 17 0 0.0292398 0 0.0116959 0 0.0318979 0 0.0127592 0 -0.8337865 0 -0.7801219 0 0.1052632 0 0.0847953 0 0.7030303 0 NaN 171
Contig1010 14 0 13 0 1 0 0 0 0 0 -9 0 0.0135135 0 0 0 0.014742 0 0 0 -0.6123716 0 0 0 0.3581081 0 0.3513514 0 0.9674419 0 NaN 37
Contig10134 34 0 18 0 11 0 4 0 1 0 18 0 0.0268199 0 0.0127714 0 0.0250784 0 0.0104493 0 0.700382 0 2.1249137 0 0.098659 0 0.0788633 0 0.694796 0 NaN 261
Contig10210 4 0 2 0 2 0 0 0 0 0 -9 0 0.0238095 0 0 0 0.025974 0 0 0 -0.7098949 0 0 0 0.0714286 0 0.0595238 0 0.7407407 0 NaN 42
Contig10224 20 0 18 0 2 0 0 0 0 0 -9 0 0.0298507 0 0 0 0.0298507 0 0 0 NaN 0 0 0 0.2835821 0 0.2686567 0 0.9230769 0 NaN 67
Contig1027 11 0 11 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2291667 0 0.2291667 0 1 0 NaN 48
Contig1031 6 0 5 0 1 0 0 0 0 0 -9 0 0.0277778 0 0 0 0.030303 0 0 0 -0.6123711 0 0 0 0.2916667 0 0.2777778 0 0.9195402 0 NaN 18
Contig104 148 0 113 0 26 0 9 0 0 0 57 0 0.0234588 0 0.0079105 0 0.0232108 0 0.0080345 0 0.1101599 0 -0.153597 0 0.2131751 0 0.1974905 0 0.8779749 0 NaN 611
Contig1049 14 0 9 0 4 0 1 0 0 0 8 0 0.0169492 0 0.0056497 0 0.01849 0 0.0046225 0 -0.7801219 0 1.6329906 0 0.0889831 0 0.0776836 0 0.7971014 0 NaN 118
Contig1062 12 0 6 0 6 0 0 0 0 0 5 0 0.0287879 0 0 0 0.0297521 0 0 0 -0.3144577 0 0 0 0.075 0 0.0606061 0 0.7064018 0 NaN 110
Contig1066 87 0 27 0 42 0 14 0 4 0 35 0 0.0970626 0 0.037037 0 0.0961337 0 0.0376176 0 0.1004734 0 -0.1577665 0 0.1987548 0 0.131705 0 0.5288461 0 NaN 261
Contig10755 7 0 1 0 5 0 0 0 1 0 -9 0 0.1439394 0 0.030303 0 0.1487603 0 0.0247934 0 -0.3144584 0 1.6329906 0 0.1590909 0 0.0719697 0 0.3206751 0 NaN 22
Contig10817 23 0 17 0 5 0 1 0 0 0 10 0 0.0155229 0 0.002451 0 0.013369 0 0.0026738 0 1.5405635 0 -0.6123711 0 0.0955882 0 0.0866013 0 0.8463074 0 NaN 204
Contig10846 3 0 3 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1363636 0 0.1363636 0 1 0 NaN 22
Contig10912 17 0 11 0 3 0 3 0 0 0 10 0 0.0116773 0 0.0095541 0 0.0104227 0 0.0104227 0 1.0897616 0 -0.7544498 0 0.0828025 0 0.0721868 0 0.7953216 0 NaN 157
Contig10958 8 0 6 0 0 0 2 0 0 0 -9 0 0 0 0.0144928 0 0 0 0.0118577 0 0 0 1.893054 0 0.076087 0 0.0688406 0 0.8444445 0 NaN 92
Contig10968 14 0 7 0 4 0 3 0 0 0 12 0 0.0323383 0 0.0223881 0 0.0325645 0 0.0244233 0 -0.0650096 0 -0.7544492 0 0.1492537 0 0.1218905 0 0.7179487 0 NaN 67
Contig110 26 0 15 0 6 0 5 0 0 0 14 0 0.0181347 0 0.0138169 0 0.0169571 0 0.0141309 0 0.6738391 0 -0.212491 0 0.0971503 0 0.0811744 0 0.743818 0 NaN 193
Contig1101 18 0 13 0 4 0 1 0 0 0 7 0 0.045977 0 0.0114943 0 0.045977 0 0.0114943 0 NaN 0 NaN 0 0.1781609 0 0.1494253 0 0.7761194 0 NaN 87
Contig11068 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0229885 0 0 0 0.0188088 0 0 0 1.6329906 0 0.0517241 0 0.0402299 0 0.6666667 0 NaN 29
Contig11078 11 0 6 0 4 0 1 0 0 0 4 0 0.0740741 0 0.0185185 0 0.0606061 0 0.0151515 0 2.0803261 0 1.6329906 0 0.2361111 0 0.1898148 0 0.7008547 0 NaN 36
Contig111325 15 0 14 0 1 0 0 0 0 0 -9 0 0.0073529 0 0 0 0.0080214 0 0 0 -0.6123711 0 0 0 0.2095588 0 0.2058824 0 0.9696969 0 NaN 68
Contig11138 9 0 2 0 2 0 5 0 0 0 -9 0 0.0444444 0 0.0833333 0 0.0363636 0 0.0909091 0 1.893054 0 -0.7968428 0 0.175 0 0.1111111 0 0.4984424 0 NaN 30
Contig111404 23 0 12 0 7 0 4 0 0 0 14 0 0.0257271 0 0.0145414 0 0.0256254 0 0.0146431 0 0.0389208 0 -0.0650096 0 0.114094 0 0.0939597 0 0.7272727 0 NaN 149
Contig1115 26 0 14 0 4 0 8 0 0 0 13 0 0.0070423 0 0.0158451 0 0.0076825 0 0.0153649 0 -0.7801219 0 0.3090269 0 0.0660211 0 0.0545775 0 0.7315634 0 NaN 284
Contig111915 8 0 6 0 2 0 0 0 0 0 -9 0 0.0169492 0 0 0 0.01849 0 0 0 -0.7098949 0 0 0 0.1271186 0 0.1186441 0 0.8888889 0 NaN 59
Contig112 16 0 14 0 1 0 1 0 0 0 -9 0 0.004902 0 0.004902 0 0.0053476 0 0.0053476 0 -0.6123711 0 -0.6123711 0 0.1470588 0 0.1421569 0 0.9430894 0 NaN 102
Contig11317 36 0 22 0 8 0 6 0 0 0 20 0 0.0333333 0 0.0306667 0 0.0349091 0 0.0261818 0 -0.4463709 0 1.6621358 0 0.216 0 0.184 0 0.7666667 0 NaN 125
Contig11395 14 0 8 0 1 0 5 0 0 0 6 0 0.0046948 0 0.0199531 0 0.0038412 0 0.0192061 0 1.6329906 0 0.37186 0 0.0757042 0 0.0633803 0 0.746114 0 NaN 142
Contig1140 19 0 8 0 9 0 0 0 2 0 13 0 0.09375 0 0.0182292 0 0.09375 0 0.0170455 0 2e-07 0 0.5915791 0 0.1835938 0 0.1276042 0 0.5656566 0 NaN 64
