dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10006 2 0 0 0 2 0 0 0 0 0 -9 0 0.0227273 0 0 0 0.0247934 0 0 0 -0.7098949 0 0 0 0.0113636 0 0 0 -1e-07 0 NaN 44
Contig10032 10 0 0 0 4 0 5 0 1 0 -9 0 0.0429293 0 0.0555556 0 0.0413223 0 0.0495868 0 0.37186 0 1.1679878 0 0.0606061 0 0.0113636 0 0.1165048 0 NaN 66
Contig10082 4 0 0 0 2 0 0 0 2 0 -9 0 0.0208333 0 0.0112179 0 0.020979 0 0.0104895 0 -0.0650096 0 0.59158 0 0.0180288 0 0.0020032 0 0.0666667 0 NaN 104
Contig10098 4 0 0 0 3 0 1 0 0 0 -9 0 0.0555556 0 0.0185185 0 0.0606061 0 0.020202 0 -0.7544498 0 -0.6123711 0 0.037037 0 0 0 0 0 NaN 27
Contig10129 9 0 0 0 6 0 3 0 0 0 -9 0 0.0246085 0 0.0100671 0 0.0219646 0 0.0109823 0 1.1679871 0 -0.7544506 0 0.0218121 0 0.0044743 0 0.1285142 0 NaN 149
Contig10139 6 0 0 0 3 0 1 0 2 0 -9 0 0.0178571 0 0.0107143 0 0.0194805 0 0.0116883 0 -0.7968428 0 -0.7544498 0 0.0196429 0 0.0053571 0 0.1764705 0 NaN 140
Contig10192 3 0 0 0 2 0 1 0 0 0 -9 0 0.03125 0 0.0208333 0 0.0340909 0 0.0170455 0 -0.7098949 0 1.6329906 0 0.03125 0 0.0052083 0 0.102564 0 NaN 32
Contig10225 12 0 0 0 8 0 3 0 1 0 -9 0 0.0833333 0 0.0386905 0 0.0876623 0 0.038961 0 -0.4915111 0 -0.0650107 0 0.0714286 0 0.0104167 0 0.0888889 0 NaN 56
Contig10241 6 0 0 0 5 0 1 0 0 0 -9 0 0.014881 0 0.0029762 0 0.0162338 0 0.0032468 0 -0.7968428 0 -0.6123711 0 0.0089286 0 0 0 0 0 NaN 168
Contig10261 5 0 0 0 0 0 0 0 5 0 -9 0 0.03125 0 0.0354167 0 0.0340909 0 0.0340909 0 -0.7968428 0 0.37186 0 0.0359375 0 0.0026042 0 0.0427351 0 NaN 80
Contig10275 5 0 0 0 1 0 2 0 2 0 -9 0 0.0272727 0 0.0363636 0 0.0297521 0 0.0396694 0 -0.7544506 0 -0.7801223 0 0.0363636 0 0.0045455 0 0.0754717 0 NaN 55
Contig102774 7 0 0 0 1 0 6 0 0 0 -9 0 0.0090909 0 0.0545455 0 0.0099174 0 0.0595041 0 -0.6123716 0 -0.8086072 0 0.05 0 0.0181818 0 0.2461538 0 NaN 55
Contig10299 14 0 0 0 11 0 0 0 3 0 -9 0 0.092827 0 0.0189873 0 0.0966628 0 0.0207135 0 -0.4025348 0 -0.7544506 0 0.0553797 0 -0.0005274 0 -0.00542 0 NaN 79
Contig103167 5 0 0 0 1 0 2 0 2 0 -9 0 0.035461 0 0.0425532 0 0.0348162 0 0.0464217 0 0.1676562 0 -0.7801223 0 0.0345745 0 -0.0044326 0 -0.0694444 0 NaN 47
Contig1032 2 0 0 0 2 0 0 0 0 0 -9 0 0.0454545 0 0 0 0.0495868 0 0 0 -0.7098949 0 0 0 0.0227273 0 0 0 -1e-07 0 NaN 22
Contig10329 7 0 0 0 3 0 3 0 1 0 -9 0 0.021978 0 0.021978 0 0.023976 0 0.023976 0 -0.7801219 0 -0.7801219 0 0.0343407 0 0.0123626 0 0.2432433 0 NaN 91
Contig10391 2 0 0 0 0 0 0 0 2 0 -9 0 0.037037 0 0.0432099 0 0.040404 0 0.040404 0 -0.7098949 0 0.5915791 0 0.0324074 0 -0.007716 0 -0.1234567 0 NaN 27
Contig10419 5 0 0 0 2 0 3 0 0 0 -9 0 0.036036 0 0.0540541 0 0.029484 0 0.044226 0 1.893054 0 2.0118663 0 0.0675676 0 0.0225225 0 0.2222222 0 NaN 37
Contig10422 2 0 0 0 1 0 1 0 0 0 -9 0 0.0217391 0 0.0217391 0 0.0237154 0 0.0237154 0 -0.6123711 0 -0.6123711 0 0.0217391 0 0 0 -1e-07 0 NaN 23
Contig10432 2 0 0 0 2 0 0 0 0 0 -9 0 0.0181818 0 0 0 0.0198347 0 0 0 -0.7098954 0 0 0 0.0090909 0 0 0 0 0 NaN 55
Contig10468 2 0 0 0 0 0 1 0 1 0 -9 0 0.0147059 0 0.0343137 0 0.0160428 0 0.0320856 0 -0.6123711 0 0.59158 0 0.0257353 0 0.0012255 0 0.0277778 0 NaN 34
Contig1047 2 0 0 0 0 0 1 0 1 0 -9 0 0.0147059 0 0.0294118 0 0.0160428 0 0.0320856 0 -0.6123711 0 -0.7098949 0 0.0183824 0 -0.0036765 0 -0.1052632 0 NaN 34
Contig10486 3 0 0 0 0 0 3 0 0 0 -9 0 0 0 0.0517241 0 0 0 0.0564263 0 0 0 -0.7544498 0 0.0603448 0 0.0344828 0 0.4324325 0 NaN 29
Contig10501 6 0 0 0 3 0 0 0 3 0 -9 0 0.06 0 0.04 0 0.0654545 0 0.0327273 0 -0.8086064 0 2.011867 0 0.045 0 -0.005 0 -0.060606 0 NaN 50
Contig10502 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0263158 0 0 0 0.0287081 0 0 0 -0.7098954 0 0.0131579 0 0 0 1e-07 0 NaN 38
Contig1051 5 0 0 0 0 0 2 0 3 0 -9 0 0.0234375 0 0.0390625 0 0.0255682 0 0.0426136 0 -0.7544498 0 -0.7968428 0 0.0332031 0 0.0019531 0 0.0344827 0 NaN 64
Contig10591 13 0 0 0 5 0 8 0 0 0 -9 0 0.0257732 0 0.0412371 0 0.0281162 0 0.0449859 0 -0.7968428 0 -0.8240714 0 0.0386598 0 0.0051546 0 0.0808081 0 NaN 97
Contig10626 2 0 0 0 1 0 1 0 0 0 -9 0 0.0166667 0 0.0166667 0 0.0181818 0 0.0181818 0 -0.6123711 0 -0.6123711 0 0.0166667 0 0 0 0 0 NaN 30
Contig10635 10 0 0 0 1 0 3 0 6 0 -9 0 0.0432099 0 0.0679012 0 0.047138 0 0.0606061 0 -0.8173354 0 1.1980597 0 0.0493827 0 -0.0061728 0 -0.0677966 0 NaN 81
Contig10645 17 0 0 0 3 0 1 0 13 0 -9 0 0.0730994 0 0.0643275 0 0.076555 0 0.0669856 0 -0.4598897 0 -0.4025342 0 0.0548246 0 -0.0138889 0 -0.1305841 0 NaN 114
Contig10679 8 0 0 0 2 0 5 0 1 0 -9 0 0.0127226 0 0.0229008 0 0.0124913 0 0.0249827 0 0.1676555 0 -0.8086072 0 0.0200382 0 0.0022265 0 0.0666666 0 NaN 131
Contig10696 5 0 0 0 4 0 1 0 0 0 -9 0 0.0416667 0 0.0096154 0 0.041958 0 0.0104895 0 -0.0650096 0 -0.6123711 0 0.0288462 0 0.0032051 0 0.0666667 0 NaN 52
Contig10723 12 0 0 0 0 0 6 0 6 0 -9 0 0.0705128 0 0.125 0 0.0629371 0 0.1258741 0 1.1679878 0 -0.070038 0 0.0865385 0 -0.011218 0 -0.0701755 0 NaN 52
Contig10739 3 0 0 0 2 0 0 0 1 0 -9 0 0.0268817 0 0.0107527 0 0.026393 0 0.0087977 0 0.1676555 0 1.6329906 0 0.0201613 0 0.0013441 0 0.0392158 0 NaN 62
Contig10751 4 0 0 0 1 0 3 0 0 0 -9 0 0.0138889 0 0.0416667 0 0.0151515 0 0.0454545 0 -0.6123711 0 -0.7544498 0 0.0277778 0 0 0 0 0 NaN 36
Contig10753 3 0 0 0 1 0 0 0 2 0 -9 0 0.0217391 0 0.0169082 0 0.0237154 0 0.0158103 0 -0.7544498 0 0.5915791 0 0.0199275 0 0.0006039 0 0.0175439 0 NaN 69
Contig10762 6 0 0 0 0 0 5 0 1 0 -9 0 0.015625 0 0.09375 0 0.0170455 0 0.1022727 0 -0.6123711 0 -0.8086064 0 0.0507812 0 -0.0039062 0 -0.0425532 0 NaN 32
Contig10773 14 0 0 0 5 0 4 0 5 0 -9 0 0.115942 0 0.1050725 0 0.1185771 0 0.1067194 0 -0.2223426 0 -0.153597 0 0.1195652 0 0.009058 0 0.0447427 0 NaN 46
Contig1078 4 0 0 0 0 0 2 0 2 0 -9 0 0.037037 0 0.0802469 0 0.040404 0 0.0808081 0 -0.7098949 0 -0.0650096 0 0.0509259 0 -0.0077161 0 -0.0813008 0 NaN 27
Contig10787 5 0 1 0 3 0 1 0 0 0 -9 0 0.046875 0 0.015625 0 0.0511364 0 0.0170455 0 -0.7544498 0 -0.6123711 0 0.078125 0 0.046875 0 0.4615384 0 NaN 32
Contig1079 27 0 0 0 12 0 3 0 12 0 -9 0 0.0927152 0 0.0518764 0 0.0866948 0 0.0541842 0 0.7148863 0 -0.4330601 0 0.0753311 0 0.0030353 0 0.0234291 0 NaN 151
Contig10792 2 0 0 0 1 0 1 0 0 0 -9 0 0.0086207 0 0.0086207 0 0.0094044 0 0.0094044 0 -0.6123711 0 -0.6123711 0 0.0086207 0 0 0 0 0 NaN 58
Contig10797 4 0 0 0 1 0 3 0 0 0 -9 0 0.0185185 0 0.0617284 0 0.020202 0 0.0606061 0 -0.6123711 0 0.1676555 0 0.0462963 0 0.0061728 0 0.0808081 0 NaN 27
Contig10813 2 0 0 0 0 0 1 0 1 0 -9 0 0.016129 0 0.0322581 0 0.0175953 0 0.0351906 0 -0.6123711 0 -0.7098949 0 0.0201613 0 -0.0040323 0 -0.1052631 0 NaN 31
Contig10814 6 0 0 0 5 0 1 0 0 0 -9 0 0.03125 0 0.00625 0 0.0340909 0 0.0068182 0 -0.7968428 0 -0.6123711 0 0.01875 0 0 0 -1e-07 0 NaN 80
Contig10843 10 0 0 0 0 0 1 0 9 0 -9 0 0.0957447 0 0.1099291 0 0.1044487 0 0.1160542 0 -0.8294262 0 -0.528065 0 0.0797872 0 -0.0230496 0 -0.1468927 0 NaN 47
Contig10848 7 0 0 0 2 0 2 0 3 0 -9 0 0.0341365 0 0.0301205 0 0.0328587 0 0.0328587 0 0.37186 0 -0.7968428 0 0.0316265 0 -0.000502 0 -0.0090089 0 NaN 83
Contig10864 11 0 0 0 4 0 4 0 3 0 -9 0 0.0223577 0 0.0223577 0 0.0232816 0 0.0232816 0 -0.389207 0 -0.389207 0 0.0205793 0 -0.0017785 0 -0.0476191 0 NaN 164
Contig10875 8 0 0 0 5 0 2 0 1 0 -9 0 0.0272727 0 0.0136364 0 0.0297521 0 0.014876 0 -0.8086072 0 -0.7544506 0 0.0215909 0 0.0011364 0 0.0307692 0 NaN 110
Contig10911 3 0 0 0 1 0 2 0 0 0 -9 0 0.0089286 0 0.0178571 0 0.0097403 0 0.0194805 0 -0.6123711 0 -0.7098949 0 0.0133929 0 0 0 -1e-07 0 NaN 56
Contig10946 2 0 0 0 0 0 1 0 1 0 -9 0 0.0083333 0 0.0194444 0 0.0090909 0 0.0181818 0 -0.6123711 0 0.59158 0 0.0125 0 -0.0013889 0 -0.0606061 0 NaN 60
Contig10990 5 0 0 0 2 0 3 0 0 0 -9 0 0.0076336 0 0.0114504 0 0.0083276 0 0.0124913 0 -0.7098949 0 -0.7544506 0 0.0171756 0 0.0076336 0 0.3137255 0 NaN 131
Contig11003 12 0 0 0 3 0 5 0 4 0 -9 0 0.0471014 0 0.0561594 0 0.041502 0 0.0533597 0 1.323306 0 0.5222324 0 0.0625 0 0.0108696 0 0.1073826 0 NaN 92
Contig11089 5 0 0 0 3 0 2 0 0 0 -9 0 0.015 0 0.01 0 0.0163636 0 0.0109091 0 -0.7544498 0 -0.7098949 0 0.0125 0 0 0 0 0 NaN 100
Contig11108 13 0 0 0 2 0 7 0 4 0 -9 0 0.0346535 0 0.0561056 0 0.0324032 0 0.0594059 0 0.6738391 0 -0.5582706 0 0.0507426 0 0.005363 0 0.0632603 0 NaN 101
Contig1111 4 0 0 0 3 0 1 0 0 0 -9 0 0.0394737 0 0.0131579 0 0.0430622 0 0.0143541 0 -0.7544492 0 -0.6123716 0 0.0263158 0 0 0 0 0 NaN 38
Contig11184 14 0 7 0 1 0 6 0 0 0 8 0 0.0028409 0 0.0179924 0 0.0030992 0 0.018595 0 -0.6123711 0 -0.3144584 0 0.0568182 0 0.0464015 0 0.7179487 0 NaN 176
Contig11204 7 0 0 0 4 0 3 0 0 0 -9 0 0.0288889 0 0.02 0 0.0290909 0 0.0218182 0 -0.0650096 0 -0.7544498 0 0.0266667 0 0.0022222 0 0.0493827 0 NaN 75
Contig11220 6 0 0 0 5 0 1 0 0 0 -9 0 0.0480226 0 0.0112994 0 0.046225 0 0.009245 0 0.37186 0 1.6329906 0 0.0381356 0 0.0084746 0 0.1403509 0 NaN 59
Contig11223 12 0 0 0 5 0 4 0 3 0 -9 0 0.0701754 0 0.0672515 0 0.076555 0 0.0669856 0 -0.8240709 0 0.0389214 0 0.0679825 0 -0.000731 0 -0.0061163 0 NaN 57
Contig11225 22 0 0 0 3 0 3 0 16 0 -9 0 0.1020408 0 0.1071429 0 0.1057514 0 0.1057514 0 -0.3592328 0 0.1347126 0 0.0969388 0 -0.0076531 0 -0.0436364 0 NaN 98
Contig11233 6 0 0 0 0 0 5 0 1 0 -9 0 0.0121951 0 0.0813008 0 0.0133038 0 0.0798226 0 -0.6123716 0 0.179691 0 0.0487805 0 0.0020325 0 0.0242424 0 NaN 41
Contig11295 10 0 0 0 9 0 0 0 1 0 -9 0 0.0516667 0 0.005 0 0.0545455 0 0.0054545 0 -0.528065 0 -0.6123711 0 0.0275 0 -0.0008333 0 -0.017094 0 NaN 100
Contig113 6 0 0 0 2 0 4 0 0 0 -9 0 0.0178571 0 0.0357143 0 0.0194805 0 0.038961 0 -0.7098949 0 -0.7801219 0 0.0357143 0 0.0089286 0 0.1599999 0 NaN 56
Contig11310 5 0 0 0 3 0 1 0 1 0 -9 0 0.0460993 0 0.0212766 0 0.0464217 0 0.0232108 0 -0.0650096 0 -0.7098954 0 0.0319149 0 -0.001773 0 -0.0310077 0 NaN 47
Contig11370 3 0 1 0 2 0 0 0 0 0 -9 0 0.0090909 0 0 0 0.0099174 0 0 0 -0.7098954 0 0 0 0.0136364 0 0.0090909 0 0.5333334 0 NaN 110
Contig11374 11 0 0 0 2 0 5 0 4 0 -9 0 0.0361446 0 0.0542169 0 0.0394305 0 0.0591457 0 -0.8086057 0 -0.8294262 0 0.0421687 0 -0.003012 0 -0.0396039 0 NaN 83
